##卡牌进化表														
##[SC]卡牌编号	[SC]套装编号	[SC]进化后编号	[SC]进化需求等级	所需类型	所需卡牌1id	所需卡牌2id	所需卡牌3id	所需卡牌4id	所需卡牌5id	进化后当前等级	进化后技能等级	队长技替换几率	花费金币	花费符石
##index(0)														
int	int	int	int	int	string	string	string	string	string	int	int	int	int	int
1119	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1121	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1122	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1123	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1124	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1125	-1	2125	65	1	125|126	125|126	-1	-1	-1	65	0	0	100000	0
1126	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1127	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1128	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1129	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1130	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1131	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1132	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1133	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1134	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1135	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1136	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1137	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1139	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1140	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1141	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1142	-1	2142	65	1	142|143	142|143	-1	-1	-1	65	0	0	100000	0
1143	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1144	-1	2144	65	1	144|145	144|145	-1	-1	-1	65	0	0	100000	0
1145	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1146	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1147	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1148	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1149	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1151	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1152	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1153	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1154	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1155	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1156	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1157	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1158	-1	2158	65	1	158|159	158|159	-1	-1	-1	65	0	0	100000	0
1159	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1160	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1161	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1162	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1163	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1164	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1165	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1166	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1167	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1168	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1169	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1171	-1	2171	65	1	171|172	171|172	-1	-1	-1	65	0	0	100000	0
1172	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1173	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1174	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1175	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1176	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1177	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1178	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1179	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1180	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1181	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1182	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1183	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1184	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1185	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1186	-1	2186	65	1	186|187	186|187	-1	-1	-1	65	0	0	100000	0
1187	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1188	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1189	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1190	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1191	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1192	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1193	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1194	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1195	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1196	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1197	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1198	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1199	-1	2199	65	1	199|200	199|200	-1	-1	-1	65	0	0	100000	0
1200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1204	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1205	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1206	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1207	-1	2207	65	1	207|208	207|208	-1	-1	-1	65	0	0	100000	0
1208	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1209	-1	2209	65	1	209|210	209|210	-1	-1	-1	65	0	0	100000	0
1210	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1211	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1212	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1213	-1	2213	65	1	213|214	213|214	-1	-1	-1	65	0	0	100000	0
1214	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1215	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1216	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1217	-1	2217	65	1	217|218	217|218	-1	-1	-1	65	0	0	100000	0
1218	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1219	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1220	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1221	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1222	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1223	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1224	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1225	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1226	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1227	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1228	-1	2228	65	1	228|229	228|229	-1	-1	-1	65	0	0	100000	0
1229	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1230	-1	2230	65	1	230|231	230|231	-1	-1	-1	65	0	0	100000	0
1231	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1232	-1	2232	80	1	232|233	232|233	-1	-1	-1	80	0	0	1000000	0
1233	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1234	-1	2234	65	1	234|235	234|235	-1	-1	-1	65	0	0	100000	0
1235	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1236	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1237	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1238	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1239	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1240	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1241	-1	2241	65	1	241|242	241|242	-1	-1	-1	65	0	0	100000	0
1242	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1243	-1	2243	80	1	243|244	243|244	-1	-1	-1	80	0	0	1000000	0
1244	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1245	-1	2245	65	1	245|246	245|246	-1	-1	-1	65	0	0	100000	0
1246	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1247	-1	2247	80	1	247|248	247|248	-1	-1	-1	80	0	0	1000000	0
1248	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1249	-1	2249	80	1	249|250	249|250	-1	-1	-1	80	0	0	1000000	0
1250	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1251	-1	2251	80	1	251|252	251|252	-1	-1	-1	80	0	0	1000000	0
1252	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1253	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1254	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1255	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1256	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1257	-1	2257	65	1	257|258	257|258	-1	-1	-1	65	0	0	100000	0
1258	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1259	-1	2259	65	1	259|260	259|260	-1	-1	-1	65	0	0	100000	0
1260	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1261	-1	2261	65	1	261|262	261|262	-1	-1	-1	65	0	0	100000	0
1262	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1263	-1	2263	65	1	263|264	263|264	-1	-1	-1	65	0	0	100000	0
1264	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1265	-1	2265	65	1	265|266	265|266	-1	-1	-1	65	0	0	100000	0
1266	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1267	-1	2267	80	1	267|268	267|268	-1	-1	-1	80	0	0	1000000	0
1268	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1269	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1270	-1	2270	65	1	270|271	270|271	-1	-1	-1	65	0	0	100000	0
1271	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1272	-1	2272	65	1	272|273	272|273	-1	-1	-1	65	0	0	100000	0
1273	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1274	-1	2274	80	1	274|275	274|275	-1	-1	-1	80	0	0	1000000	0
1275	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1276	-1	2276	80	1	276|277	276|277	-1	-1	-1	80	0	0	1000000	0
1277	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1278	-1	2278	80	1	278|279	278|279	-1	-1	-1	80	0	0	1000000	0
1279	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1280	-1	2280	65	1	280|281	280|281	-1	-1	-1	65	0	0	100000	0
1281	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1282	-1	2282	65	1	282|283	282|283	-1	-1	-1	65	0	0	100000	0
1283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1284	-1	2284	80	1	284|285	284|285	-1	-1	-1	80	0	0	1000000	0
1285	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1286	-1	2286	80	1	286|287	286|287	-1	-1	-1	80	0	0	1000000	0
1287	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1288	-1	2288	80	1	288|289	288|289	-1	-1	-1	80	0	0	1000000	0
1289	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1290	-1	2290	65	1	290|291	290|291	-1	-1	-1	65	0	0	100000	0
1291	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1292	-1	2292	65	1	292|293	292|293	-1	-1	-1	65	0	0	100000	0
1293	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1294	-1	2294	80	1	294|295	294|295	-1	-1	-1	80	0	0	1000000	0
1295	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1296	-1	2296	65	1	296|297	296|297	-1	-1	-1	65	0	0	100000	0
1297	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1298	-1	2298	80	1	298|299	298|299	-1	-1	-1	80	0	0	1000000	0
1299	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1301	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1302	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1303	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1304	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1305	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1306	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1307	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1308	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1309	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1310	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1311	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1312	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1313	-1	2313	65	1	313|314	313|314	-1	-1	-1	65	0	0	140000	0
1314	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1315	-1	2315	65	1	315|316	315|316	-1	-1	-1	65	0	0	140000	0
1316	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1317	-1	2317	65	1	317|318	317|318	-1	-1	-1	65	0	0	140000	0
1318	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1319	-1	2319	65	1	319|320	319|320	-1	-1	-1	65	0	0	140000	0
1320	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1321	-1	2321	65	1	321|322	321|322	-1	-1	-1	65	0	0	140000	0
1322	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1323	-1	2323	65	1	323|324	323|324	-1	-1	-1	65	0	0	140000	0
1324	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1325	-1	2325	65	1	325|326	325|326	-1	-1	-1	65	0	0	140000	0
1326	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1327	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1328	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1329	-1	2329	80	1	329|330	329|330	-1	-1	-1	80	0	0	1000000	0
1330	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1331	-1	2331	80	1	331|332	331|332	-1	-1	-1	80	0	0	1000000	0
1332	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1333	-1	2333	80	1	333|334	333|334	-1	-1	-1	80	0	0	1000000	0
1334	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1335	-1	2335	80	1	335|336	335|336	-1	-1	-1	80	0	0	1000000	0
1336	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1337	-1	2337	80	1	337|338	337|338	-1	-1	-1	80	0	0	1000000	0
1338	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1339	-1	2339	80	1	339|340	339|340	-1	-1	-1	80	0	0	1000000	0
1340	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1341	-1	2341	80	1	341|342	341|342	-1	-1	-1	80	0	0	1000000	0
1342	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1343	-1	2343	80	1	343|344	343|344	-1	-1	-1	80	0	0	1000000	0
1344	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1345	-1	2345	80	1	345|346	345|346	-1	-1	-1	80	0	0	1000000	0
1346	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1347	-1	2347	80	1	347|348	347|348	-1	-1	-1	80	0	0	1000000	0
1348	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1349	-1	2349	80	1	349|350	349|350	-1	-1	-1	80	0	0	1000000	0
1350	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1351	-1	2351	80	1	351|352	351|352	-1	-1	-1	80	0	0	1000000	0
1352	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1353	-1	2353	80	1	353|354	353|354	-1	-1	-1	80	0	0	1000000	0
1354	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1355	-1	2355	80	1	355|356	355|356	-1	-1	-1	80	0	0	1000000	0
1356	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1357	-1	2357	80	1	357|358	357|358	-1	-1	-1	80	0	0	1000000	0
1358	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1359	-1	2359	80	1	359|360	359|360	-1	-1	-1	80	0	0	1000000	0
1360	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1361	-1	2361	80	1	361|362	361|362	-1	-1	-1	80	0	0	1000000	0
1362	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1363	-1	2363	80	1	363|364	363|364	-1	-1	-1	80	0	0	1000000	0
1364	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1365	-1	2365	80	1	365|366	365|366	-1	-1	-1	80	0	0	1000000	0
1366	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1367	-1	2367	80	1	367|368	367|368	-1	-1	-1	80	0	0	1000000	0
1368	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1369	-1	2369	65	1	369|370	369|370	-1	-1	-1	65	0	0	140000	0
1370	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1371	-1	2371	80	1	371|372	371|372	-1	-1	-1	80	0	0	1000000	0
1372	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1373	-1	2373	65	1	373|374	373|374	-1	-1	-1	65	0	0	140000	0
1374	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1375	-1	2375	80	1	375|376	375|376	-1	-1	-1	80	0	0	1000000	0
1376	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1377	-1	2377	65	1	377|378	377|378	-1	-1	-1	65	0	0	140000	0
1378	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1379	-1	2379	80	1	379|380	379|380	-1	-1	-1	80	0	0	1000000	0
1380	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1381	-1	2381	65	1	381|382	381|382	-1	-1	-1	65	0	0	140000	0
1382	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1383	-1	2383	80	1	383|384	383|384	-1	-1	-1	80	0	0	1000000	0
1384	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1385	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1386	-1	2386	65	1	386|387	386|387	-1	-1	-1	65	0	0	140000	0
1387	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1388	-1	2388	80	1	388|389	388|389	-1	-1	-1	80	0	0	1000000	0
1389	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1390	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1391	-1	2391	65	1	391|392	391|392	-1	-1	-1	65	0	0	140000	0
1392	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1393	-1	2393	80	1	393|394	393|394	-1	-1	-1	80	0	0	1000000	0
1394	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1395	-1	2395	65	1	395|396	395|396	-1	-1	-1	65	0	0	140000	0
1396	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1397	-1	2397	80	1	397|398	397|398	-1	-1	-1	80	0	0	1000000	0
1398	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1399	-1	2399	65	1	399|400	399|400	-1	-1	-1	65	0	0	140000	0
1400	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1401	-1	2401	80	1	401|402	401|402	-1	-1	-1	80	0	0	1000000	0
1402	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1403	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1404	-1	2404	65	1	404|405	404|405	-1	-1	-1	65	0	0	140000	0
1405	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1406	-1	2406	80	1	406|407	406|407	-1	-1	-1	80	0	0	1000000	0
1407	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1408	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1409	-1	2409	65	1	409|410	409|410	-1	-1	-1	65	0	0	140000	0
1410	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1411	-1	2411	80	1	411|412	411|412	-1	-1	-1	80	0	0	1000000	0
1412	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1413	-1	2413	65	1	413|414	413|414	-1	-1	-1	65	0	0	140000	0
1414	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1415	-1	2415	80	1	415|416	415|416	-1	-1	-1	80	0	0	1000000	0
1416	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1417	-1	2417	65	1	417|418	417|418	-1	-1	-1	65	0	0	140000	0
1418	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1419	-1	2419	80	1	419|420	419|420	-1	-1	-1	80	0	0	1000000	0
1420	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1421	-1	2421	65	1	421|422	421|422	-1	-1	-1	65	0	0	140000	0
1422	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1423	-1	2423	80	1	423|424	423|424	-1	-1	-1	80	0	0	1000000	0
1424	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1425	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1426	-1	2426	65	1	426|427	426|427	-1	-1	-1	65	0	0	140000	0
1427	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1428	-1	2428	80	1	428|429	428|429	-1	-1	-1	80	0	0	1000000	0
1429	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1430	-1	2430	65	1	430|431	430|431	-1	-1	-1	65	0	0	140000	0
1431	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1432	-1	2432	80	1	432|433	432|433	-1	-1	-1	80	0	0	1000000	0
1433	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1434	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1435	-1	2435	65	1	435|436	435|436	-1	-1	-1	65	0	0	140000	0
1436	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1437	-1	2437	80	1	437|438	437|438	-1	-1	-1	80	0	0	1000000	0
1438	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1439	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1440	-1	2440	65	1	440|441	440|441	-1	-1	-1	65	0	0	140000	0
1441	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1442	-1	2442	80	1	442|443	442|443	-1	-1	-1	80	0	0	1000000	0
1443	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1444	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1445	-1	2445	65	1	445|446	445|446	-1	-1	-1	65	0	0	140000	0
1446	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1447	-1	2447	80	1	447|448	447|448	-1	-1	-1	80	0	0	1000000	0
1448	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1449	-1	2449	80	1	449|450	449|450	-1	-1	-1	80	0	0	1000000	0
1450	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1451	-1	2451	65	1	451|452	451|452	-1	-1	-1	65	0	0	100000	0
1452	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
1453	-1	2453	65	1	453|454	453|454	-1	-1	-1	65	0	0	100000	0
