##队长技能表											
##[SC]技能编号	[C]技能名称	[C]技能描述	[SC]影响职业	[S]影响属性类型	[S]影响属性参数	[S]影响属性参数+	[S]影响属性参数++	[S]影响属性参数+++	[S]影响属性参数++++	队长技品级	队长技类型
##index(0)											
int	string	string	string	string	string	string	string	string	string	int	int
348	大师复生图腾	大量增加萨满被治疗	3	8	1800	2340	2880	3420	3960	4	1
349	宗师复生图腾	巨量增加萨满被治疗	3	8	2160	2808	3456	4104	4752	5	1
350		微量增加萨满0	3	0	720	936	1152	1368	1584	1	1
351		少量增加萨满0	3	0	1080	1404	1728	2052	2376	2	1
352		中量增加萨满0	3	0	1440	1872	2304	2736	3168	3	1
353		大量增加萨满0	3	0	1800	2340	2880	3420	3960	4	1
354		巨量增加萨满0	3	0	2160	2808	3456	4104	4752	5	1
355		微量增加萨满0	3	0	720	936	1152	1368	1584	1	1
356		少量增加萨满0	3	0	1080	1404	1728	2052	2376	2	1
357		中量增加萨满0	3	0	1440	1872	2304	2736	3168	3	1
358		大量增加萨满0	3	0	1800	2340	2880	3420	3960	4	1
359		巨量增加萨满0	3	0	2160	2808	3456	4104	4752	5	1
360		微量增加萨满0	3	0	720	936	1152	1368	1584	1	1
361		少量增加萨满0	3	0	1080	1404	1728	2052	2376	2	1
362		中量增加萨满0	3	0	1440	1872	2304	2736	3168	3	1
363		大量增加萨满0	3	0	1800	2340	2880	3420	3960	4	1
364		巨量增加萨满0	3	0	2160	2808	3456	4104	4752	5	1
365		微量增加萨满0	3	0	720	936	1152	1368	1584	1	1
366		少量增加萨满0	3	0	1080	1404	1728	2052	2376	2	1
367		中量增加萨满0	3	0	1440	1872	2304	2736	3168	3	1
368		大量增加萨满0	3	0	1800	2340	2880	3420	3960	4	1
369		巨量增加萨满0	3	0	2160	2808	3456	4104	4752	5	1
370		微量增加萨满0	3	0	720	936	1152	1368	1584	1	1
371		少量增加萨满0	3	0	1080	1404	1728	2052	2376	2	1
372		中量增加萨满0	3	0	1440	1872	2304	2736	3168	3	1
373		大量增加萨满0	3	0	1800	2340	2880	3420	3960	4	1
374		巨量增加萨满0	3	0	2160	2808	3456	4104	4752	5	1
375		微量增加萨满0	3	0	720	936	1152	1368	1584	1	1
376		少量增加萨满0	3	0	1080	1404	1728	2052	2376	2	1
377		中量增加萨满0	3	0	1440	1872	2304	2736	3168	3	1
378		大量增加萨满0	3	0	1800	2340	2880	3420	3960	4	1
379		巨量增加萨满0	3	0	2160	2808	3456	4104	4752	5	1
380		微量增加萨满0	3	0	720	936	1152	1368	1584	1	1
381		少量增加萨满0	3	0	1080	1404	1728	2052	2376	2	1
382		中量增加萨满0	3	0	1440	1872	2304	2736	3168	3	1
383		大量增加萨满0	3	0	1800	2340	2880	3420	3960	4	1
384		巨量增加萨满0	3	0	2160	2808	3456	4104	4752	5	1
385		微量增加萨满0	3	0	720	936	1152	1368	1584	1	1
386		少量增加萨满0	3	0	1080	1404	1728	2052	2376	2	1
387		中量增加萨满0	3	0	1440	1872	2304	2736	3168	3	1
388		大量增加萨满0	3	0	1800	2340	2880	3420	3960	4	1
389		巨量增加萨满0	3	0	2160	2808	3456	4104	4752	5	1
390		微量增加萨满0	3	0	720	936	1152	1368	1584	1	1
391		少量增加萨满0	3	0	1080	1404	1728	2052	2376	2	1
392		中量增加萨满0	3	0	1440	1872	2304	2736	3168	3	1
393		大量增加萨满0	3	0	1800	2340	2880	3420	3960	4	1
394		巨量增加萨满0	3	0	2160	2808	3456	4104	4752	5	1
395		微量增加萨满0	3	0	720	936	1152	1368	1584	1	1
396		少量增加萨满0	3	0	1080	1404	1728	2052	2376	2	1
397		中量增加萨满0	3	0	1440	1872	2304	2736	3168	3	1
398		大量增加萨满0	3	0	1800	2340	2880	3420	3960	4	1
399		巨量增加萨满0	3	0	2160	2808	3456	4104	4752	5	1
400	初级杀戮射击	微量增加猎人物攻伤害	4	3	360	468	576	684	792	1	1
401	中级杀戮射击	少量增加猎人物攻伤害	4	3	540	702	864	1026	1188	2	1
402	高级杀戮射击	中量增加猎人物攻伤害	4	3	720	936	1152	1368	1584	3	1
403	大师杀戮射击	大量增加猎人物攻伤害	4	3	900	1170	1440	1710	1980	4	1
404	宗师杀戮射击	巨量增加猎人物攻伤害	4	3	1080	1404	1728	2052	2376	5	1
405	初级奥术射击	微量增加猎人法攻伤害	4	4	360	468	576	684	792	1	1
406	中级奥术射击	少量增加猎人法攻伤害	4	4	540	702	864	1026	1188	2	1
407	高级奥术射击	中量增加猎人法攻伤害	4	4	720	936	1152	1368	1584	3	1
408	大师奥术射击	大量增加猎人法攻伤害	4	4	900	1170	1440	1710	1980	4	1
409	宗师奥术射击	巨量增加猎人法攻伤害	4	4	1080	1404	1728	2052	2376	5	1
410	初级紧急治疗	微量增加猎人治疗效果	4	5	360	468	576	684	792	1	1
411	中级紧急治疗	少量增加猎人治疗效果	4	5	540	702	864	1026	1188	2	1
412	高级紧急治疗	中量增加猎人治疗效果	4	5	720	936	1152	1368	1584	3	1
413	大师紧急治疗	大量增加猎人治疗效果	4	5	900	1170	1440	1710	1980	4	1
414	宗师紧急治疗	巨量增加猎人治疗效果	4	5	1080	1404	1728	2052	2376	5	1
415	初级闪现突击	微量增加猎人暴击几率	4	0	360	468	576	684	792	1	1
416	中级闪现突击	少量增加猎人暴击几率	4	0	540	702	864	1026	1188	2	1
417	高级闪现突击	中量增加猎人暴击几率	4	0	720	936	1152	1368	1584	3	1
418	大师闪现突击	大量增加猎人暴击几率	4	0	900	1170	1440	1710	1980	4	1
419	宗师闪现突击	巨量增加猎人暴击几率	4	0	1080	1404	1728	2052	2376	5	1
420	初级瞄准技巧	微量增加猎人命中几率	4	1	360	468	576	684	792	1	1
421	中级瞄准技巧	少量增加猎人命中几率	4	1	540	702	864	1026	1188	2	1
422	高级瞄准技巧	中量增加猎人命中几率	4	1	720	936	1152	1368	1584	3	1
423	大师瞄准技巧	大量增加猎人命中几率	4	1	900	1170	1440	1710	1980	4	1
424	宗师瞄准技巧	巨量增加猎人命中几率	4	1	1080	1404	1728	2052	2376	5	1
425	初级战斗感应	微量增加猎人闪避几率	4	2	288	374.4	460.8	547.2	633.6	1	1
426	中级战斗感应	少量增加猎人闪避几率	4	2	432	561.6	691.2	820.8	950.4	2	1
427	高级战斗感应	中量增加猎人闪避几率	4	2	576	748.8	921.6	1094.4	1267.2	3	1
428	大师战斗感应	大量增加猎人闪避几率	4	2	720	936	1152	1368	1584	4	1
429	宗师战斗感应	巨量增加猎人闪避几率	4	2	864	1123.2	1382.4	1641.6	1900.8	5	1
430	初级野兽守护	微量增加猎人法抗	4	7	-360	-468	-576	-684	-792	1	1
431	中级野兽守护	少量增加猎人法抗	4	7	-540	-702	-864	-1026	-1188	2	1
432	高级野兽守护	中量增加猎人法抗	4	7	-720	-936	-1152	-1368	-1584	3	1
433	大师野兽守护	大量增加猎人法抗	4	7	-900	-1170	-1440	-1710	-1980	4	1
434	宗师野兽守护	巨量增加猎人法抗	4	7	-1080	-1404	-1728	-2052	-2376	5	1
435	初级铁鹰守护	微量增加猎人物抗	4	6	-360	-468	-576	-684	-792	1	1
436	中级铁鹰守护	少量增加猎人物抗	4	6	-540	-702	-864	-1026	-1188	2	1
437	高级铁鹰守护	中量增加猎人物抗	4	6	-720	-936	-1152	-1368	-1584	3	1
438	大师铁鹰守护	大量增加猎人物抗	4	6	-900	-1170	-1440	-1710	-1980	4	1
439	宗师铁鹰守护	巨量增加猎人物抗	4	6	-1080	-1404	-1728	-2052	-2376	5	1
440	初级铁鹰守护	微量增加猎人韧性	4	9	360	468	576	684	792	1	1
441	中级猎豹守护	少量增加猎人韧性	4	9	540	702	864	1026	1188	2	1
442	高级猎豹守护	中量增加猎人韧性	4	9	720	936	1152	1368	1584	3	1
443	大师猎豹守护	大量增加猎人韧性	4	9	900	1170	1440	1710	1980	4	1
444	宗师猎豹守护	巨量增加猎人韧性	4	9	1080	1404	1728	2052	2376	5	1
445	初级野兽之心	微量增加猎人被治疗	4	8	720	936	1152	1368	1584	1	1
446	中级野兽之心	少量增加猎人被治疗	4	8	1080	1404	1728	2052	2376	2	1
447	高级野兽之心	中量增加猎人被治疗	4	8	1440	1872	2304	2736	3168	3	1
448	大师野兽之心	大量增加猎人被治疗	4	8	1800	2340	2880	3420	3960	4	1
449	宗师野兽之心	巨量增加猎人被治疗	4	8	2160	2808	3456	4104	4752	5	1
450		微量增加猎人0	4	0	720	936	1152	1368	1584	1	1
451		少量增加猎人0	4	0	1080	1404	1728	2052	2376	2	1
452		中量增加猎人0	4	0	1440	1872	2304	2736	3168	3	1
453		大量增加猎人0	4	0	1800	2340	2880	3420	3960	4	1
454		巨量增加猎人0	4	0	2160	2808	3456	4104	4752	5	1
455		微量增加猎人0	4	0	720	936	1152	1368	1584	1	1
456		少量增加猎人0	4	0	1080	1404	1728	2052	2376	2	1
457		中量增加猎人0	4	0	1440	1872	2304	2736	3168	3	1
458		大量增加猎人0	4	0	1800	2340	2880	3420	3960	4	1
459		巨量增加猎人0	4	0	2160	2808	3456	4104	4752	5	1
460		微量增加猎人0	4	0	720	936	1152	1368	1584	1	1
461		少量增加猎人0	4	0	1080	1404	1728	2052	2376	2	1
462		中量增加猎人0	4	0	1440	1872	2304	2736	3168	3	1
463		大量增加猎人0	4	0	1800	2340	2880	3420	3960	4	1
464		巨量增加猎人0	4	0	2160	2808	3456	4104	4752	5	1
465		微量增加猎人0	4	0	720	936	1152	1368	1584	1	1
466		少量增加猎人0	4	0	1080	1404	1728	2052	2376	2	1
467		中量增加猎人0	4	0	1440	1872	2304	2736	3168	3	1
468		大量增加猎人0	4	0	1800	2340	2880	3420	3960	4	1
469		巨量增加猎人0	4	0	2160	2808	3456	4104	4752	5	1
470		微量增加猎人0	4	0	720	936	1152	1368	1584	1	1
471		少量增加猎人0	4	0	1080	1404	1728	2052	2376	2	1
472		中量增加猎人0	4	0	1440	1872	2304	2736	3168	3	1
473		大量增加猎人0	4	0	1800	2340	2880	3420	3960	4	1
474		巨量增加猎人0	4	0	2160	2808	3456	4104	4752	5	1
475		微量增加猎人0	4	0	720	936	1152	1368	1584	1	1
476		少量增加猎人0	4	0	1080	1404	1728	2052	2376	2	1
477		中量增加猎人0	4	0	1440	1872	2304	2736	3168	3	1
478		大量增加猎人0	4	0	1800	2340	2880	3420	3960	4	1
479		巨量增加猎人0	4	0	2160	2808	3456	4104	4752	5	1
480		微量增加猎人0	4	0	720	936	1152	1368	1584	1	1
481		少量增加猎人0	4	0	1080	1404	1728	2052	2376	2	1
482		中量增加猎人0	4	0	1440	1872	2304	2736	3168	3	1
483		大量增加猎人0	4	0	1800	2340	2880	3420	3960	4	1
484		巨量增加猎人0	4	0	2160	2808	3456	4104	4752	5	1
485		微量增加猎人0	4	0	720	936	1152	1368	1584	1	1
486		少量增加猎人0	4	0	1080	1404	1728	2052	2376	2	1
487		中量增加猎人0	4	0	1440	1872	2304	2736	3168	3	1
488		大量增加猎人0	4	0	1800	2340	2880	3420	3960	4	1
489		巨量增加猎人0	4	0	2160	2808	3456	4104	4752	5	1
490		微量增加猎人0	4	0	720	936	1152	1368	1584	1	1
491		少量增加猎人0	4	0	1080	1404	1728	2052	2376	2	1
492		中量增加猎人0	4	0	1440	1872	2304	2736	3168	3	1
493		大量增加猎人0	4	0	1800	2340	2880	3420	3960	4	1
494		巨量增加猎人0	4	0	2160	2808	3456	4104	4752	5	1
495		微量增加猎人0	4	0	720	936	1152	1368	1584	1	1
496		少量增加猎人0	4	0	1080	1404	1728	2052	2376	2	1
497		中量增加猎人0	4	0	1440	1872	2304	2736	3168	3	1
498		大量增加猎人0	4	0	1800	2340	2880	3420	3960	4	1
499		巨量增加猎人0	4	0	2160	2808	3456	4104	4752	5	1
500	初级暗影之刃	微量增加盗贼物攻伤害	5	3	360	468	576	684	792	1	1
501	中级暗影之刃	少量增加盗贼物攻伤害	5	3	540	702	864	1026	1188	2	1
502	高级暗影之刃	中量增加盗贼物攻伤害	5	3	720	936	1152	1368	1584	3	1
503	大师暗影之刃	大量增加盗贼物攻伤害	5	3	900	1170	1440	1710	1980	4	1
504	宗师暗影之刃	巨量增加盗贼物攻伤害	5	3	1080	1404	1728	2052	2376	5	1
505	初级幻影之刃	微量增加盗贼法攻伤害	5	4	360	468	576	684	792	1	1
506	中级幻影之刃	少量增加盗贼法攻伤害	5	4	540	702	864	1026	1188	2	1
507	高级幻影之刃	中量增加盗贼法攻伤害	5	4	720	936	1152	1368	1584	3	1
508	大师幻影之刃	大量增加盗贼法攻伤害	5	4	900	1170	1440	1710	1980	4	1
509	宗师幻影之刃	巨量增加盗贼法攻伤害	5	4	1080	1404	1728	2052	2376	5	1
510	初级回复药膏	微量增加盗贼治疗效果	5	5	360	468	576	684	792	1	1
511	中级回复药膏	少量增加盗贼治疗效果	5	5	540	702	864	1026	1188	2	1
512	高级回复药膏	中量增加盗贼治疗效果	5	5	720	936	1152	1368	1584	3	1
513	大师回复药膏	大量增加盗贼治疗效果	5	5	900	1170	1440	1710	1980	4	1
514	宗师回复药膏	巨量增加盗贼治疗效果	5	5	1080	1404	1728	2052	2376	5	1
515	初级愤怒一击	微量增加盗贼暴击几率	5	0	360	468	576	684	792	1	1
516	中级愤怒一击	少量增加盗贼暴击几率	5	0	540	702	864	1026	1188	2	1
517	高级愤怒一击	中量增加盗贼暴击几率	5	0	720	936	1152	1368	1584	3	1
518	大师愤怒一击	大量增加盗贼暴击几率	5	0	900	1170	1440	1710	1980	4	1
519	宗师愤怒一击	巨量增加盗贼暴击几率	5	0	1080	1404	1728	2052	2376	5	1
520	初级迅刃之黠	微量增加盗贼命中几率	5	1	360	468	576	684	792	1	1
521	中级迅刃之黠	少量增加盗贼命中几率	5	1	540	702	864	1026	1188	2	1
522	高级迅刃之黠	中量增加盗贼命中几率	5	1	720	936	1152	1368	1584	3	1
523	大师迅刃之黠	大量增加盗贼命中几率	5	1	900	1170	1440	1710	1980	4	1
524	宗师迅刃之黠	巨量增加盗贼命中几率	5	1	1080	1404	1728	2052	2376	5	1
525	初级盗贼之影	微量增加盗贼闪避几率	5	2	288	374.4	460.8	547.2	633.6	1	1
526	中级盗贼之影	少量增加盗贼闪避几率	5	2	432	561.6	691.2	820.8	950.4	2	1
527	高级盗贼之影	中量增加盗贼闪避几率	5	2	576	748.8	921.6	1094.4	1267.2	3	1
528	大师盗贼之影	大量增加盗贼闪避几率	5	2	720	936	1152	1368	1584	4	1
529	宗师盗贼之影	巨量增加盗贼闪避几率	5	2	864	1123.2	1382.4	1641.6	1900.8	5	1
530	初级暗影斗篷	微量增加盗贼法抗	5	7	-360	-468	-576	-684	-792	1	1
531	中级暗影斗篷	少量增加盗贼法抗	5	7	-540	-702	-864	-1026	-1188	2	1
532	高级暗影斗篷	中量增加盗贼法抗	5	7	-720	-936	-1152	-1368	-1584	3	1
533	大师暗影斗篷	大量增加盗贼法抗	5	7	-900	-1170	-1440	-1710	-1980	4	1
534	宗师暗影斗篷	巨量增加盗贼法抗	5	7	-1080	-1404	-1728	-2052	-2376	5	1
535	初级皮甲专精	微量增加盗贼物抗	5	6	-360	-468	-576	-684	-792	1	1
536	中级皮甲专精	少量增加盗贼物抗	5	6	-540	-702	-864	-1026	-1188	2	1
537	高级皮甲专精	中量增加盗贼物抗	5	6	-720	-936	-1152	-1368	-1584	3	1
538	大师皮甲专精	大量增加盗贼物抗	5	6	-900	-1170	-1440	-1710	-1980	4	1
539	宗师皮甲专精	巨量增加盗贼物抗	5	6	-1080	-1404	-1728	-2052	-2376	5	1
540	初级潜伏帷幕	微量增加盗贼韧性	5	9	360	468	576	684	792	1	1
541	中级潜伏帷幕	少量增加盗贼韧性	5	9	540	702	864	1026	1188	2	1
542	高级潜伏帷幕	中量增加盗贼韧性	5	9	720	936	1152	1368	1584	3	1
543	大师潜伏帷幕	大量增加盗贼韧性	5	9	900	1170	1440	1710	1980	4	1
544	宗师潜伏帷幕	巨量增加盗贼韧性	5	9	1080	1404	1728	2052	2376	5	1
545	初级强效药膏	微量增加盗贼被治疗	5	8	720	936	1152	1368	1584	1	1
546	中级强效药膏	少量增加盗贼被治疗	5	8	1080	1404	1728	2052	2376	2	1
547	高级强效药膏	中量增加盗贼被治疗	5	8	1440	1872	2304	2736	3168	3	1
548	大师强效药膏	大量增加盗贼被治疗	5	8	1800	2340	2880	3420	3960	4	1
549	宗师强效药膏	巨量增加盗贼被治疗	5	8	2160	2808	3456	4104	4752	5	1
550		微量增加盗贼0	5	0	720	936	1152	1368	1584	1	1
551		少量增加盗贼0	5	0	1080	1404	1728	2052	2376	2	1
552		中量增加盗贼0	5	0	1440	1872	2304	2736	3168	3	1
553		大量增加盗贼0	5	0	1800	2340	2880	3420	3960	4	1
554		巨量增加盗贼0	5	0	2160	2808	3456	4104	4752	5	1
555		微量增加盗贼0	5	0	720	936	1152	1368	1584	1	1
556		少量增加盗贼0	5	0	1080	1404	1728	2052	2376	2	1
557		中量增加盗贼0	5	0	1440	1872	2304	2736	3168	3	1
558		大量增加盗贼0	5	0	1800	2340	2880	3420	3960	4	1
559		巨量增加盗贼0	5	0	2160	2808	3456	4104	4752	5	1
560		微量增加盗贼0	5	0	720	936	1152	1368	1584	1	1
561		少量增加盗贼0	5	0	1080	1404	1728	2052	2376	2	1
562		中量增加盗贼0	5	0	1440	1872	2304	2736	3168	3	1
563		大量增加盗贼0	5	0	1800	2340	2880	3420	3960	4	1
564		巨量增加盗贼0	5	0	2160	2808	3456	4104	4752	5	1
565		微量增加盗贼0	5	0	720	936	1152	1368	1584	1	1
566		少量增加盗贼0	5	0	1080	1404	1728	2052	2376	2	1
567		中量增加盗贼0	5	0	1440	1872	2304	2736	3168	3	1
568		大量增加盗贼0	5	0	1800	2340	2880	3420	3960	4	1
569		巨量增加盗贼0	5	0	2160	2808	3456	4104	4752	5	1
570		微量增加盗贼0	5	0	720	936	1152	1368	1584	1	1
571		少量增加盗贼0	5	0	1080	1404	1728	2052	2376	2	1
572		中量增加盗贼0	5	0	1440	1872	2304	2736	3168	3	1
573		大量增加盗贼0	5	0	1800	2340	2880	3420	3960	4	1
574		巨量增加盗贼0	5	0	2160	2808	3456	4104	4752	5	1
575		微量增加盗贼0	5	0	720	936	1152	1368	1584	1	1
576		少量增加盗贼0	5	0	1080	1404	1728	2052	2376	2	1
577		中量增加盗贼0	5	0	1440	1872	2304	2736	3168	3	1
578		大量增加盗贼0	5	0	1800	2340	2880	3420	3960	4	1
579		巨量增加盗贼0	5	0	2160	2808	3456	4104	4752	5	1
580		微量增加盗贼0	5	0	720	936	1152	1368	1584	1	1
581		少量增加盗贼0	5	0	1080	1404	1728	2052	2376	2	1
582		中量增加盗贼0	5	0	1440	1872	2304	2736	3168	3	1
583		大量增加盗贼0	5	0	1800	2340	2880	3420	3960	4	1
584		巨量增加盗贼0	5	0	2160	2808	3456	4104	4752	5	1
585		微量增加盗贼0	5	0	720	936	1152	1368	1584	1	1
586		少量增加盗贼0	5	0	1080	1404	1728	2052	2376	2	1
587		中量增加盗贼0	5	0	1440	1872	2304	2736	3168	3	1
588		大量增加盗贼0	5	0	1800	2340	2880	3420	3960	4	1
589		巨量增加盗贼0	5	0	2160	2808	3456	4104	4752	5	1
590		微量增加盗贼0	5	0	720	936	1152	1368	1584	1	1
591		少量增加盗贼0	5	0	1080	1404	1728	2052	2376	2	1
592		中量增加盗贼0	5	0	1440	1872	2304	2736	3168	3	1
593		大量增加盗贼0	5	0	1800	2340	2880	3420	3960	4	1
594		巨量增加盗贼0	5	0	2160	2808	3456	4104	4752	5	1
595		微量增加盗贼0	5	0	720	936	1152	1368	1584	1	1
596		少量增加盗贼0	5	0	1080	1404	1728	2052	2376	2	1
597		中量增加盗贼0	5	0	1440	1872	2304	2736	3168	3	1
598		大量增加盗贼0	5	0	1800	2340	2880	3420	3960	4	1
599		巨量增加盗贼0	5	0	2160	2808	3456	4104	4752	5	1
600	初级野性冲锋	微量增加小德物攻伤害	6	3	360	468	576	684	792	1	1
601	中级野性冲锋	少量增加小德物攻伤害	6	3	540	702	864	1026	1188	2	1
602	高级野性冲锋	中量增加小德物攻伤害	6	3	720	936	1152	1368	1584	3	1
603	大师野性冲锋	大量增加小德物攻伤害	6	3	900	1170	1440	1710	1980	4	1
604	宗师野性冲锋	巨量增加小德物攻伤害	6	3	1080	1404	1728	2052	2376	5	1
605	初级日月之蚀	微量增加小德法攻伤害	6	4	360	468	576	684	792	1	1
606	中级日月之蚀	少量增加小德法攻伤害	6	4	540	702	864	1026	1188	2	1
607	高级日月之蚀	中量增加小德法攻伤害	6	4	720	936	1152	1368	1584	3	1
608	大师日月之蚀	大量增加小德法攻伤害	6	4	900	1170	1440	1710	1980	4	1
609	宗师日月之蚀	巨量增加小德法攻伤害	6	4	1080	1404	1728	2052	2376	5	1
610	初级自然之力	微量增加小德治疗效果	6	5	360	468	576	684	792	1	1
611	中级自然之力	少量增加小德治疗效果	6	5	540	702	864	1026	1188	2	1
612	高级自然之力	中量增加小德治疗效果	6	5	720	936	1152	1368	1584	3	1
613	大师自然之力	大量增加小德治疗效果	6	5	900	1170	1440	1710	1980	4	1
614	宗师自然之力	巨量增加小德治疗效果	6	5	1080	1404	1728	2052	2376	5	1
615	初级野蛮之力	微量增加小德暴击几率	6	0	360	468	576	684	792	1	1
616	中级野蛮之力	少量增加小德暴击几率	6	0	540	702	864	1026	1188	2	1
617	高级野蛮之力	中量增加小德暴击几率	6	0	720	936	1152	1368	1584	3	1
618	大师野蛮之力	大量增加小德暴击几率	6	0	900	1170	1440	1710	1980	4	1
619	宗师野蛮之力	巨量增加小德暴击几率	6	0	1080	1404	1728	2052	2376	5	1
620	初级兽之迅捷	微量增加小德命中几率	6	1	360	468	576	684	792	1	1
621	中级兽之迅捷	少量增加小德命中几率	6	1	540	702	864	1026	1188	2	1
622	高级兽之迅捷	中量增加小德命中几率	6	1	720	936	1152	1368	1584	3	1
623	大师兽之迅捷	大量增加小德命中几率	6	1	900	1170	1440	1710	1980	4	1
624	宗师兽之迅捷	巨量增加小德命中几率	6	1	1080	1404	1728	2052	2376	5	1
625	初级野性位移	微量增加小德闪避几率	6	2	288	374.4	460.8	547.2	633.6	1	1
626	中级野性位移	少量增加小德闪避几率	6	2	432	561.6	691.2	820.8	950.4	2	1
627	高级野性位移	中量增加小德闪避几率	6	2	576	748.8	921.6	1094.4	1267.2	3	1
628	大师野性位移	大量增加小德闪避几率	6	2	720	936	1152	1368	1584	4	1
629	宗师野性位移	巨量增加小德闪避几率	6	2	864	1123.2	1382.4	1641.6	1900.8	5	1
630	初级自然守护	微量增加小德法抗	6	7	-360	-468	-576	-684	-792	1	1
631	中级自然守护	少量增加小德法抗	6	7	-540	-702	-864	-1026	-1188	2	1
632	高级自然守护	中量增加小德法抗	6	7	-720	-936	-1152	-1368	-1584	3	1
633	大师自然守护	大量增加小德法抗	6	7	-900	-1170	-1440	-1710	-1980	4	1
634	宗师自然守护	巨量增加小德法抗	6	7	-1080	-1404	-1728	-2052	-2376	5	1
635	初级野兽之体	微量增加小德物抗	6	6	-360	-468	-576	-684	-792	1	1
636	中级野兽之体	少量增加小德物抗	6	6	-540	-702	-864	-1026	-1188	2	1
637	高级野兽之体	中量增加小德物抗	6	6	-720	-936	-1152	-1368	-1584	3	1
638	大师野兽之体	大量增加小德物抗	6	6	-900	-1170	-1440	-1710	-1980	4	1
639	宗师野兽之体	巨量增加小德物抗	6	6	-1080	-1404	-1728	-2052	-2376	5	1
640	初级巨木之躯	微量增加小德韧性	6	9	360	468	576	684	792	1	1
641	中级巨木之躯	少量增加小德韧性	6	9	540	702	864	1026	1188	2	1
642	高级巨木之躯	中量增加小德韧性	6	9	720	936	1152	1368	1584	3	1
643	大师巨木之躯	大量增加小德韧性	6	9	900	1170	1440	1710	1980	4	1
644	宗师巨木之躯	巨量增加小德韧性	6	9	1080	1404	1728	2052	2376	5	1
645	初级生命之树	微量增加小德被治疗	6	8	720	936	1152	1368	1584	1	1
646	中级生命之树	少量增加小德被治疗	6	8	1080	1404	1728	2052	2376	2	1
647	高级生命之树	中量增加小德被治疗	6	8	1440	1872	2304	2736	3168	3	1
648	大师生命之树	大量增加小德被治疗	6	8	1800	2340	2880	3420	3960	4	1
649	宗师生命之树	巨量增加小德被治疗	6	8	2160	2808	3456	4104	4752	5	1
650		微量增加小德0	6	0	720	936	1152	1368	1584	1	1
651		少量增加小德0	6	0	1080	1404	1728	2052	2376	2	1
652		中量增加小德0	6	0	1440	1872	2304	2736	3168	3	1
653		大量增加小德0	6	0	1800	2340	2880	3420	3960	4	1
654		巨量增加小德0	6	0	2160	2808	3456	4104	4752	5	1
655		微量增加小德0	6	0	720	936	1152	1368	1584	1	1
656		少量增加小德0	6	0	1080	1404	1728	2052	2376	2	1
657		中量增加小德0	6	0	1440	1872	2304	2736	3168	3	1
658		大量增加小德0	6	0	1800	2340	2880	3420	3960	4	1
659		巨量增加小德0	6	0	2160	2808	3456	4104	4752	5	1
660		微量增加小德0	6	0	720	936	1152	1368	1584	1	1
661		少量增加小德0	6	0	1080	1404	1728	2052	2376	2	1
662		中量增加小德0	6	0	1440	1872	2304	2736	3168	3	1
663		大量增加小德0	6	0	1800	2340	2880	3420	3960	4	1
664		巨量增加小德0	6	0	2160	2808	3456	4104	4752	5	1
665		微量增加小德0	6	0	720	936	1152	1368	1584	1	1
666		少量增加小德0	6	0	1080	1404	1728	2052	2376	2	1
667		中量增加小德0	6	0	1440	1872	2304	2736	3168	3	1
668		大量增加小德0	6	0	1800	2340	2880	3420	3960	4	1
669		巨量增加小德0	6	0	2160	2808	3456	4104	4752	5	1
670		微量增加小德0	6	0	720	936	1152	1368	1584	1	1
671		少量增加小德0	6	0	1080	1404	1728	2052	2376	2	1
672		中量增加小德0	6	0	1440	1872	2304	2736	3168	3	1
673		大量增加小德0	6	0	1800	2340	2880	3420	3960	4	1
674		巨量增加小德0	6	0	2160	2808	3456	4104	4752	5	1
675		微量增加小德0	6	0	720	936	1152	1368	1584	1	1
676		少量增加小德0	6	0	1080	1404	1728	2052	2376	2	1
677		中量增加小德0	6	0	1440	1872	2304	2736	3168	3	1
678		大量增加小德0	6	0	1800	2340	2880	3420	3960	4	1
679		巨量增加小德0	6	0	2160	2808	3456	4104	4752	5	1
680		微量增加小德0	6	0	720	936	1152	1368	1584	1	1
681		少量增加小德0	6	0	1080	1404	1728	2052	2376	2	1
682		中量增加小德0	6	0	1440	1872	2304	2736	3168	3	1
683		大量增加小德0	6	0	1800	2340	2880	3420	3960	4	1
684		巨量增加小德0	6	0	2160	2808	3456	4104	4752	5	1
685		微量增加小德0	6	0	720	936	1152	1368	1584	1	1
686		少量增加小德0	6	0	1080	1404	1728	2052	2376	2	1
687		中量增加小德0	6	0	1440	1872	2304	2736	3168	3	1
688		大量增加小德0	6	0	1800	2340	2880	3420	3960	4	1
689		巨量增加小德0	6	0	2160	2808	3456	4104	4752	5	1
690		微量增加小德0	6	0	720	936	1152	1368	1584	1	1
691		少量增加小德0	6	0	1080	1404	1728	2052	2376	2	1
692		中量增加小德0	6	0	1440	1872	2304	2736	3168	3	1
693		大量增加小德0	6	0	1800	2340	2880	3420	3960	4	1
694		巨量增加小德0	6	0	2160	2808	3456	4104	4752	5	1
695		微量增加小德0	6	0	720	936	1152	1368	1584	1	1
696		少量增加小德0	6	0	1080	1404	1728	2052	2376	2	1
697		中量增加小德0	6	0	1440	1872	2304	2736	3168	3	1
698		大量增加小德0	6	0	1800	2340	2880	3420	3960	4	1
699		巨量增加小德0	6	0	2160	2808	3456	4104	4752	5	1
700	初级攻击协调	微量增加法师物攻伤害	7	3	360	468	576	684	792	1	1
701	中级攻击协调	少量增加法师物攻伤害	7	3	540	702	864	1026	1188	2	1
